Date,Name,Close,High,Low,Open,Volume
12/31/2002,Golden Ocean Group Ltd,67.4932371506,68.1244364292,64.788097385,65.1487826871,"96,760",
01/02/2003,Golden Ocean Group Ltd,68.3543733093,69.657348963,67.3128944995,67.9440937782,"51,900",
01/03/2003,Golden Ocean Group Ltd,68.6203787196,68.9810640216,67.6284941389,68.0793507665,"36,800",
01/06/2003,Golden Ocean Group Ltd,68.6654643823,68.9810640216,67.8539224527,68.2596934175,"40,400",
01/07/2003,Golden Ocean Group Ltd,73.8954012624,74.3913435528,67.6284941389,68.6203787196,"301,700",
01/08/2003,Golden Ocean Group Ltd,73.4896302976,74.3913435528,72.2272317403,74.3913435528,"87,700",
01/09/2003,Golden Ocean Group Ltd,75.7439134355,76.8710550045,73.2642019838,74.3913435528,"128,220",
01/10/2003,Golden Ocean Group Ltd,76.1947700631,76.1947700631,74.4364292155,75.8115464382,"41,886",
01/13/2003,Golden Ocean Group Ltd,79.1704238052,79.1704238052,76.2398557259,76.6456266907,"135,200",
01/14/2003,Golden Ocean Group Ltd,76.7357980162,78.8097385032,76.3300270514,77.0964833183,"134,630",
01/15/2003,Golden Ocean Group Ltd,75.1127141569,78.1334535618,74.8422001803,76.780883679,"198,145",
01/16/2003,Golden Ocean Group Ltd,77.6825969342,78.2236248873,74.9323715059,74.9323715059,"140,800",
01/17/2003,Golden Ocean Group Ltd,77.6825969342,78.3588818756,76.6907123535,77.7727682597,"97,900",
01/21/2003,Golden Ocean Group Ltd,78.1785392245,78.5392245266,76.9161406673,78.2236248873,"144,160",
01/22/2003,Golden Ocean Group Ltd,77.2317403066,80.3877366997,76.8710550045,79.035166817,"163,450",
01/23/2003,Golden Ocean Group Ltd,74.7520288548,75.0676284941,71.6862037872,74.6167718665,"125,300",
01/24/2003,Golden Ocean Group Ltd,72.7682596934,74.8422001803,72.3624887286,74.8422001803,"71,100",
01/27/2003,Golden Ocean Group Ltd,70.2434625789,72.5428313796,69.2064923354,72.5428313796,"110,730",
01/28/2003,Golden Ocean Group Ltd,67.5383228133,70.0631199279,66.3660955816,70.0631199279,"114,900",
01/29/2003,Golden Ocean Group Ltd,68.7556357078,68.9810640216,66.5013525699,66.7267808837,"50,760",
01/30/2003,Golden Ocean Group Ltd,66.9522091975,68.9810640216,66.9522091975,68.7556357078,"22,000",
01/31/2003,Golden Ocean Group Ltd,63.6609558161,68.2146077547,63.1199278629,68.2146077547,"180,100",
02/03/2003,Golden Ocean Group Ltd,64.427412083,64.8782687106,62.5788999098,62.6239855726,"53,866",
02/04/2003,Golden Ocean Group Ltd,63.5707844905,64.7430117223,63.5707844905,64.7430117223,"45,716",
02/05/2003,Golden Ocean Group Ltd,63.3453561767,64.9233543733,62.6690712353,63.5707844905,"42,400",
02/06/2003,Golden Ocean Group Ltd,62.7141568981,63.9765554554,61.992786294,63.3453561767,"51,340",
02/07/2003,Golden Ocean Group Ltd,61.5870153291,64.9233543733,61.4066726781,64.9233543733,"64,300",
02/10/2003,Golden Ocean Group Ltd,61.2714156898,61.992786294,61.045987376,61.9026149684,"38,600",
02/11/2003,Golden Ocean Group Ltd,62.4436429216,62.6690712353,61.3615870153,62.2182146078,"104,300",
02/12/2003,Golden Ocean Group Ltd,61.5419296664,62.353471596,61.4066726781,61.4517583408,"42,400",
02/13/2003,Golden Ocean Group Ltd,61.6771866546,62.2182146078,60.865644725,62.2182146078,"54,800",
02/14/2003,Golden Ocean Group Ltd,63.1199278629,64.6979260595,59.558160505,60.865644725,"141,530",
02/18/2003,Golden Ocean Group Ltd,64.607754734,65.6898106402,63.6158701533,64.0216411181,"112,900",
02/19/2003,Golden Ocean Group Ltd,66.9522091975,67.042380523,64.2921550947,65.1487826871,"51,660",
02/20/2003,Golden Ocean Group Ltd,64.9233543733,67.1776375113,64.9233543733,66.9972948602,"35,600",
02/21/2003,Golden Ocean Group Ltd,66.7267808837,66.7267808837,64.9233543733,64.9233543733,"34,700",
02/24/2003,Golden Ocean Group Ltd,62.9395852119,66.7267808837,62.8494138864,65.5996393147,"53,586",
02/25/2003,Golden Ocean Group Ltd,62.0378719567,63.7962128043,61.6321009919,62.4436429216,"215,530",
02/26/2003,Golden Ocean Group Ltd,62.4436429216,63.2100991885,62.0829576195,62.4436429216,"70,500",
02/27/2003,Golden Ocean Group Ltd,61.992786294,63.1199278629,61.7673579802,62.8043282236,"85,310",
02/28/2003,Golden Ocean Group Ltd,61.992786294,64.2470694319,61.3165013526,62.8899909829,"111,700",
03/03/2003,Golden Ocean Group Ltd,62.4436429216,64.1118124436,62.173128945,63.9765554554,"33,052",
03/04/2003,Golden Ocean Group Ltd,63.4355275023,64.2921550947,62.6690712353,64.2921550947,"68,000",
03/05/2003,Golden Ocean Group Ltd,63.5707844905,64.0216411181,63.1199278629,63.3453561767,"102,700",
03/06/2003,Golden Ocean Group Ltd,63.1199278629,63.480613165,62.6239855726,63.480613165,"34,400",
03/07/2003,Golden Ocean Group Ltd,63.2055906222,63.9720468891,61.992786294,62.4436429216,"122,200",
03/10/2003,Golden Ocean Group Ltd,63.1199278629,63.3904418395,62.0378719567,62.2182146078,"56,910",
03/11/2003,Golden Ocean Group Ltd,62.7141568981,63.1199278629,62.353471596,62.353471596,"63,800",
03/12/2003,Golden Ocean Group Ltd,62.6239855726,64.0216411181,62.173128945,62.2182146078,"48,100",
03/13/2003,Golden Ocean Group Ltd,62.6239855726,63.8412984671,62.6239855726,62.9846708747,"44,800",
03/14/2003,Golden Ocean Group Ltd,63.0748422002,63.3904418395,62.7141568981,62.9395852119,"20,560",
03/17/2003,Golden Ocean Group Ltd,64.1568981064,64.5626690712,62.4887285843,62.4887285843,"97,300",
03/18/2003,Golden Ocean Group Ltd,64.3823264202,65.1938683499,63.4355275023,64.2470694319,"46,630",
03/19/2003,Golden Ocean Group Ltd,64.9684400361,65.4643823264,64.4724977457,64.4724977457,"56,600",
03/20/2003,Golden Ocean Group Ltd,63.1199278629,65.0135256988,62.6690712353,65.0135256988,"73,300",
03/21/2003,Golden Ocean Group Ltd,63.3453561767,63.3453561767,62.9846708747,63.2100991885,"48,100",
03/24/2003,Golden Ocean Group Ltd,63.1199278629,64.1118124436,62.8944995491,64.1118124436,"60,550",
03/25/2003,Golden Ocean Group Ltd,62.7141568981,63.2551848512,62.173128945,63.1199278629,"70,570",
03/26/2003,Golden Ocean Group Ltd,62.3985572588,63.3904418395,61.992786294,62.5788999098,"48,900",
03/27/2003,Golden Ocean Group Ltd,61.8575293057,62.6690712353,61.3615870153,62.6690712353,"127,800",
03/28/2003,Golden Ocean Group Ltd,62.173128945,62.9395852119,61.7222723174,62.9395852119,"69,300",
03/31/2003,Golden Ocean Group Ltd,61.2714156898,62.2633002705,61.2263300271,62.2182146078,"78,200",
04/01/2003,Golden Ocean Group Ltd,61.3165013526,61.9477006312,61.1361587015,61.1812443643,"45,000",
04/02/2003,Golden Ocean Group Ltd,60.865644725,62.5788999098,60.6853020739,61.3165013526,"102,100",
04/03/2003,Golden Ocean Group Ltd,60.4147880974,61.1812443643,59.738503156,60.865644725,"82,400",
04/04/2003,Golden Ocean Group Ltd,60.0090171326,61.1361587015,59.9639314698,60.865644725,"46,900",
04/07/2003,Golden Ocean Group Ltd,60.2344454463,61.0910730388,59.738503156,59.738503156,"63,370",
04/08/2003,Golden Ocean Group Ltd,59.6032461677,60.6402164112,59.558160505,60.2344454463,"74,900",
04/09/2003,Golden Ocean Group Ltd,59.9639314698,61.0009017133,59.6032461677,59.6032461677,"41,300",
04/10/2003,Golden Ocean Group Ltd,61.5870153291,62.353471596,60.4147880974,60.5500450857,"198,900",
04/11/2003,Golden Ocean Group Ltd,61.9026149684,62.4436429216,61.4968440036,61.992786294,"122,400",
04/14/2003,Golden Ocean Group Ltd,62.4436429216,63.0748422002,61.7673579802,62.2182146078,"77,900",
04/15/2003,Golden Ocean Group Ltd,62.2182146078,63.1199278629,61.992786294,62.4887285843,"119,100",
04/16/2003,Golden Ocean Group Ltd,63.5707844905,64.6979260595,62.9846708747,63.1199278629,"199,650",
04/17/2003,Golden Ocean Group Ltd,64.1568981064,64.7430117223,63.9314697926,64.2470694319,"308,200",
04/21/2003,Golden Ocean Group Ltd,65.8250676285,66.2759242561,64.9233543733,65.1938683499,"301,240",
04/22/2003,Golden Ocean Group Ltd,65.0090171326,65.9603246168,64.4724977457,65.9603246168,"269,430",
04/23/2003,Golden Ocean Group Ltd,60.1893597836,60.865644725,58.6564472498,60.0991884581,"156,300",
04/24/2003,Golden Ocean Group Ltd,59.0622182146,60.6402164112,59.0622182146,60.6402164112,"110,510",
04/25/2003,Golden Ocean Group Ltd,58.611361587,59.9639314698,58.1605049594,59.9639314698,"117,600",
04/28/2003,Golden Ocean Group Ltd,57.4391343553,58.611361587,56.0865644725,58.3859332732,"171,900",
04/29/2003,Golden Ocean Group Ltd,56.3570784491,58.3408476105,56.1316501353,57.8899909829,"115,900",
04/30/2003,Golden Ocean Group Ltd,55.1848512173,56.3570784491,54.7790802525,56.1316501353,"225,248",
05/01/2003,Golden Ocean Group Ltd,55.0045085663,55.6807935077,53.8773669973,55.6807935077,"160,700",
05/02/2003,Golden Ocean Group Ltd,55.2299368801,55.8611361587,54.869251578,54.869251578,"116,880",
05/05/2003,Golden Ocean Group Ltd,59.558160505,59.8737601443,56.5825067628,56.5825067628,"372,328",
05/06/2003,Golden Ocean Group Ltd,60.4598737601,60.8205590622,59.9639314698,60.4598737601,"270,000",
05/07/2003,Golden Ocean Group Ltd,59.6934174932,60.6853020739,58.8367899008,60.6402164112,"211,900",
05/08/2003,Golden Ocean Group Ltd,60.5049594229,61.4517583408,59.6934174932,60.3697024346,"153,230",
05/09/2003,Golden Ocean Group Ltd,60.865644725,61.5419296664,60.4147880974,60.6402164112,"251,161",
05/12/2003,Golden Ocean Group Ltd,61.4517583408,61.992786294,60.4147880974,61.3165013526,"149,590",
05/13/2003,Golden Ocean Group Ltd,61.3165013526,61.5419296664,60.865644725,61.4517583408,"84,500",
05/14/2003,Golden Ocean Group Ltd,61.4968440036,62.6690712353,61.045987376,61.5419296664,"96,600",
05/15/2003,Golden Ocean Group Ltd,61.0910730388,61.7673579802,60.4147880974,61.7673579802,"112,000",
05/16/2003,Golden Ocean Group Ltd,61.7673579802,62.4436429216,61.2263300271,61.3165013526,"206,300",
05/19/2003,Golden Ocean Group Ltd,62.4887285843,62.8944995491,61.7673579802,62.4436429216,"120,267",
05/20/2003,Golden Ocean Group Ltd,62.7592425609,63.7962128043,62.6690712353,63.1199278629,"188,100",
05/21/2003,Golden Ocean Group Ltd,63.2100991885,63.7962128043,62.7592425609,62.8043282236,"122,434",
05/22/2003,Golden Ocean Group Ltd,64.2470694319,65.2389540126,63.2551848512,63.2551848512,"187,671",
05/23/2003,Golden Ocean Group Ltd,65.2840396754,65.3742110009,64.607754734,64.9233543733,"254,100",
05/27/2003,Golden Ocean Group Ltd,64.9233543733,65.4643823264,64.4724977457,65.1487826871,"156,900",
05/28/2003,Golden Ocean Group Ltd,63.7736699729,65.1487826871,63.3453561767,64.9233543733,"322,058",
05/29/2003,Golden Ocean Group Ltd,60.4147880974,64.0216411181,59.6528403968,64.0216411181,"337,888",
05/30/2003,Golden Ocean Group Ltd,59.738503156,60.4598737601,59.5130748422,60.3697024346,"314,118",
06/02/2003,Golden Ocean Group Ltd,59.1974752029,60.4147880974,57.9350766456,59.558160505,"341,916",
06/03/2003,Golden Ocean Group Ltd,58.6158701533,58.9720468891,57.9350766456,58.8367899008,"253,800",
06/04/2003,Golden Ocean Group Ltd,59.9639314698,60.865644725,57.8899909829,59.0622182146,"180,600",
06/05/2003,Golden Ocean Group Ltd,60.4147880974,60.865644725,59.6032461677,59.6032461677,"145,650",
06/06/2003,Golden Ocean Group Ltd,60.6402164112,60.865644725,59.9639314698,60.3697024346,"147,400",
06/09/2003,Golden Ocean Group Ltd,61.992786294,62.9846708747,61.2714156898,61.3165013526,"157,200",
06/10/2003,Golden Ocean Group Ltd,63.5707844905,64.0216411181,62.173128945,63.1199278629,"251,200",
06/11/2003,Golden Ocean Group Ltd,58.7917042381,62.8944995491,58.2506762849,62.8944995491,"577,429",
06/12/2003,Golden Ocean Group Ltd,55.2299368801,58.0703336339,54.3282236249,57.5743913436,"677,850",
06/13/2003,Golden Ocean Group Ltd,56.0865644725,56.6275924256,55.049594229,55.6807935077,"350,772",
06/16/2003,Golden Ocean Group Ltd,55.9062218215,56.8079350766,55.5004508566,56.0865644725,"192,353",
06/17/2003,Golden Ocean Group Ltd,55.4553651939,56.8079350766,55.4553651939,55.9513074842,"181,053",
06/18/2003,Golden Ocean Group Ltd,54.3733092876,55.8611361587,54.1027953111,55.8611361587,"286,900",
06/19/2003,Golden Ocean Group Ltd,55.2299368801,56.2669071235,54.4183949504,54.4183949504,"199,800",
06/20/2003,Golden Ocean Group Ltd,56.4472497746,58.5211902615,54.6438232642,56.3570784491,"191,655",
06/23/2003,Golden Ocean Group Ltd,54.7790802525,57.0333633904,54.7790802525,56.1316501353,"256,159",
06/24/2003,Golden Ocean Group Ltd,54.0577096483,54.1027953111,54.0577096483,54.0577096483,"2,089,726",
06/25/2003,Golden Ocean Group Ltd,41.2533814247,41.2533814247,38.5482416592,40.5770964833,"892,921",
06/26/2003,Golden Ocean Group Ltd,41.9296663661,42.9666366096,39.6753832281,40.5320108206,"504,317",
06/27/2003,Golden Ocean Group Ltd,42.2001803427,43.3273219116,40.5770964833,41.2533814247,"227,091",
06/30/2003,Golden Ocean Group Ltd,42.6555455365,43.5978358882,42.0649233544,42.0649233544,"363,538",
07/01/2003,Golden Ocean Group Ltd,43.3273219116,43.7330928765,41.7944093778,41.7944093778,"278,600",
07/02/2003,Golden Ocean Group Ltd,44.003606853,44.5446348061,43.0568079351,43.2822362489,"154,100",
07/03/2003,Golden Ocean Group Ltd,44.7249774572,45.0856627592,43.2822362489,43.7330928765,"131,800",
07/07/2003,Golden Ocean Group Ltd,44.1388638413,45.2660054103,43.7781785392,45.1758340848,"198,400",
07/08/2003,Golden Ocean Group Ltd,44.3101893598,45.0856627592,43.2822362489,44.1839495041,"243,902",
07/09/2003,Golden Ocean Group Ltd,42.6059513075,44.7249774572,41.0279531109,42.8313796213,"254,341",
07/10/2003,Golden Ocean Group Ltd,42.876465284,43.4625788999,41.2533814247,41.9296663661,"84,300",
07/11/2003,Golden Ocean Group Ltd,43.1469792606,43.2822362489,41.568981064,42.2001803427,"125,601",
07/14/2003,Golden Ocean Group Ltd,42.876465284,43.3273219116,42.8313796213,43.1018935978,"71,396",
07/15/2003,Golden Ocean Group Ltd,42.876465284,43.3273219116,42.1550946799,43.0568079351,"98,800",
07/16/2003,Golden Ocean Group Ltd,43.3273219116,43.3724075744,42.3805229937,42.3805229937,"72,920",
07/17/2003,Golden Ocean Group Ltd,43.2822362489,44.5446348061,42.9666366096,43.1920649234,"114,890",
07/18/2003,Golden Ocean Group Ltd,43.8187556357,44.4093778179,43.4625788999,43.9585211903,"119,690",
07/21/2003,Golden Ocean Group Ltd,44.1839495041,44.4093778179,43.9585211903,44.4093778179,"328,865",
07/22/2003,Golden Ocean Group Ltd,44.6348061317,44.950405771,44.1388638413,44.9053201082,"213,899",
07/23/2003,Golden Ocean Group Ltd,41.388638413,44.1839495041,40.5770964833,44.1839495041,"239,521",
07/24/2003,Golden Ocean Group Ltd,42.3805229937,43.7781785392,41.7042380523,41.9296663661,"160,159",
07/25/2003,Golden Ocean Group Ltd,41.6140667268,43.0568079351,40.1262398557,43.0568079351,"230,450",
07/28/2003,Golden Ocean Group Ltd,39.7655545537,41.6591523895,38.3678990081,41.6591523895,"320,220",
07/29/2003,Golden Ocean Group Ltd,40.1713255185,40.5770964833,39.4950405771,39.8106402164,"89,823",
07/30/2003,Golden Ocean Group Ltd,38.8638412985,43.823264202,38.3678990081,41.2533814247,"118,523",
07/31/2003,Golden Ocean Group Ltd,39.5401262399,40.6762849414,36.0685302074,38.8638412985,"320,680",
08/01/2003,Golden Ocean Group Ltd,39.2696122633,40.3020739405,38.3228133454,38.3228133454,"93,687",
08/04/2003,Golden Ocean Group Ltd,40.1262398557,40.8431018936,39.2245266005,39.2245266005,"103,500",
08/05/2003,Golden Ocean Group Ltd,40.261496844,40.5770964833,38.5933273219,38.5933273219,"72,305",
08/06/2003,Golden Ocean Group Ltd,38.7736699729,41.0279531109,38.7736699729,39.3597835888,"37,895",
08/07/2003,Golden Ocean Group Ltd,39.6753832281,40.5770964833,38.8187556357,38.8187556357,"79,785",
08/08/2003,Golden Ocean Group Ltd,40.3516681695,40.6672678088,38.9990982867,39.6753832281,"101,924",
08/11/2003,Golden Ocean Group Ltd,41.4788097385,42.0198376916,40.5770964833,41.1181244364,"133,623",
08/12/2003,Golden Ocean Group Ltd,41.1632100992,42.2001803427,39.9008115419,42.0198376916,"76,322",
08/13/2003,Golden Ocean Group Ltd,40.5275022543,41.7042380523,39.6753832281,41.0730387737,"55,931",
08/14/2003,Golden Ocean Group Ltd,39.4499549143,40.7123534716,39.4499549143,40.3516681695,"49,139",
08/15/2003,Golden Ocean Group Ltd,38.5933273219,40.441839495,38.4129846709,38.5482416592,"115,100",
08/18/2003,Golden Ocean Group Ltd,39.6753832281,40.1262398557,38.3228133454,38.4129846709,"98,484",
08/19/2003,Golden Ocean Group Ltd,39.9909828674,40.2164111812,38.3228133454,38.3228133454,"81,351",
08/20/2003,Golden Ocean Group Ltd,39.2245266005,40.3516681695,39.134355275,39.9909828674,"174,162",
08/21/2003,Golden Ocean Group Ltd,40.441839495,40.4869251578,39.134355275,40.1262398557,"120,063",
08/22/2003,Golden Ocean Group Ltd,40.8025247971,40.8025247971,40.1713255185,40.441839495,"89,604",
08/25/2003,Golden Ocean Group Ltd,41.568981064,41.568981064,40.4869251578,40.5094679892,"89,399",
08/26/2003,Golden Ocean Group Ltd,41.6140667268,41.7042380523,40.5770964833,40.8025247971,"94,650",
08/27/2003,Golden Ocean Group Ltd,42.3805229937,43.2371505861,41.2533814247,41.9296663661,"76,179",
08/28/2003,Golden Ocean Group Ltd,42.3805229937,42.6059513075,41.9747520289,42.6059513075,"61,659",
08/29/2003,Golden Ocean Group Ltd,41.4788097385,42.8313796213,41.4337240757,42.6059513075,"68,111",
09/02/2003,Golden Ocean Group Ltd,41.6140667268,42.8313796213,40.6221821461,41.0279531109,"108,320",
09/03/2003,Golden Ocean Group Ltd,41.2533814247,41.7042380523,40.8025247971,41.4788097385,"95,720",
09/04/2003,Golden Ocean Group Ltd,41.2984670875,41.7042380523,40.6672678088,40.8025247971,"71,040",
09/05/2003,Golden Ocean Group Ltd,43.5076645627,43.7330928765,41.4788097385,41.7042380523,"332,881",
09/08/2003,Golden Ocean Group Ltd,43.0117222723,43.7330928765,42.5608656447,43.5076645627,"95,021",
09/09/2003,Golden Ocean Group Ltd,42.7412082958,43.0568079351,42.3805229937,42.9215509468,"124,100",
09/10/2003,Golden Ocean Group Ltd,41.8394950406,42.6059513075,41.0279531109,42.6059513075,"174,239",
09/11/2003,Golden Ocean Group Ltd,41.6591523895,42.3805229937,40.8025247971,41.8394950406,"207,780",
09/12/2003,Golden Ocean Group Ltd,40.3967538323,41.7042380523,39.4499549143,40.8025247971,"237,791",
09/15/2003,Golden Ocean Group Ltd,39.1794409378,40.5770964833,38.5031559964,40.1262398557,"263,510",
09/16/2003,Golden Ocean Group Ltd,38.0973850316,38.954012624,37.1956717764,38.954012624,"436,514",
09/17/2003,Golden Ocean Group Ltd,40.8025247971,41.4788097385,37.4661857529,37.8719567178,"421,336",
09/18/2003,Golden Ocean Group Ltd,40.7123534716,41.8845807033,40.5770964833,40.8070333634,"269,777",
09/19/2003,Golden Ocean Group Ltd,41.8845807033,41.9296663661,40.3516681695,40.3516681695,"133,500",
09/22/2003,Golden Ocean Group Ltd,41.2082957619,42.1550946799,40.8926961226,42.1550946799,"135,668",
09/23/2003,Golden Ocean Group Ltd,42.1550946799,42.2001803427,40.6221821461,41.0279531109,"187,203",
09/24/2003,Golden Ocean Group Ltd,41.568981064,42.6059513075,40.8025247971,41.4788097385,"184,997",
09/25/2003,Golden Ocean Group Ltd,41.0279531109,42.5608656447,41.0279531109,42.3805229937,"198,481",
09/26/2003,Golden Ocean Group Ltd,40.9377817854,41.7493237151,40.5770964833,41.0279531109,"153,800",
09/29/2003,Golden Ocean Group Ltd,41.9296663661,42.7412082958,41.4788097385,41.8845807033,"176,464",
09/30/2003,Golden Ocean Group Ltd,41.2533814247,42.1550946799,41.1812443643,41.9747520289,"130,613",
10/01/2003,Golden Ocean Group Ltd,40.5770964833,42.515779982,40.3967538323,40.7574391344,"240,191",
10/02/2003,Golden Ocean Group Ltd,40.4869251578,41.7042380523,40.4869251578,40.4869251578,"150,302",
10/03/2003,Golden Ocean Group Ltd,40.8025247971,41.3435527502,40.5770964833,41.3435527502,"105,300",
10/06/2003,Golden Ocean Group Ltd,41.4337240757,41.7042380523,40.5770964833,41.3435527502,"81,750",
10/07/2003,Golden Ocean Group Ltd,41.6140667268,41.8845807033,41.2533814247,41.7944093778,"78,100",
10/08/2003,Golden Ocean Group Ltd,41.568981064,41.9296663661,41.2533814247,41.9296663661,"76,548",
10/09/2003,Golden Ocean Group Ltd,41.0279531109,41.9296663661,40.8926961226,41.568981064,"148,306",
10/10/2003,Golden Ocean Group Ltd,41.9296663661,41.9296663661,40.6672678088,41.2533814247,"74,101",
10/13/2003,Golden Ocean Group Ltd,41.568981064,42.4436429216,41.5238954013,42.3805229937,"83,725",
10/14/2003,Golden Ocean Group Ltd,41.8845807033,42.3354373309,41.388638413,42.3354373309,"67,800",
10/15/2003,Golden Ocean Group Ltd,42.3805229937,42.3805229937,41.5238954013,41.7042380523,"77,006",
10/16/2003,Golden Ocean Group Ltd,42.1100090171,42.3805229937,41.7493237151,42.3354373309,"116,617",
10/17/2003,Golden Ocean Group Ltd,41.5238954013,42.4706943192,41.4788097385,42.4706943192,"205,842",
10/20/2003,Golden Ocean Group Ltd,42.1550946799,43.1018935978,41.568981064,41.568981064,"77,100",
10/21/2003,Golden Ocean Group Ltd,42.5112714157,42.6059513075,41.7042380523,41.7493237151,"101,816",
10/22/2003,Golden Ocean Group Ltd,42.6059513075,43.0117222723,42.3805229937,42.3805229937,"125,060",
10/23/2003,Golden Ocean Group Ltd,40.6221821461,42.4706943192,40.5770964833,40.6221821461,"213,144",
10/24/2003,Golden Ocean Group Ltd,40.7574391344,41.4788097385,40.1262398557,41.0279531109,"62,000",
10/27/2003,Golden Ocean Group Ltd,40.3065825068,41.4337240757,39.9008115419,41.4337240757,"112,404",
10/28/2003,Golden Ocean Group Ltd,38.9089269612,40.3065825068,38.5482416592,40.1262398557,"222,196",
10/29/2003,Golden Ocean Group Ltd,39.9008115419,40.3516681695,38.3228133454,38.3228133454,"84,607",
10/30/2003,Golden Ocean Group Ltd,39.4499549143,40.8025247971,39.2290351668,40.3516681695,"57,690",
10/31/2003,Golden Ocean Group Ltd,39.9458972047,40.5770964833,39.6753832281,39.9008115419,"161,486",
11/03/2003,Golden Ocean Group Ltd,40.5320108206,40.5770964833,39.4950405771,40.5770964833,"57,088",
11/04/2003,Golden Ocean Group Ltd,40.6672678088,41.0279531109,40.5320108206,40.6672678088,"84,320",
11/05/2003,Golden Ocean Group Ltd,42.8313796213,43.1018935978,40.2164111812,41.0279531109,"268,286",
11/06/2003,Golden Ocean Group Ltd,44.0081154193,44.2290351668,43.0568079351,43.0568079351,"308,009",
11/07/2003,Golden Ocean Group Ltd,45.5365193868,45.9873760144,43.7781785392,43.9585211903,"177,165",
11/10/2003,Golden Ocean Group Ltd,47.3399458972,47.9711451758,45.130748422,46.0775473399,"291,323",
11/11/2003,Golden Ocean Group Ltd,46.6636609558,50.3606853021,46.6636609558,47.2046889089,"250,013",
11/12/2003,Golden Ocean Group Ltd,45.8972046889,48.9630297565,45.0856627592,46.6636609558,"119,515",
11/13/2003,Golden Ocean Group Ltd,47.2497745717,47.7908025248,45.3561767358,45.5365193868,"202,722",
11/14/2003,Golden Ocean Group Ltd,47.6555455365,48.69251578,46.9792605951,47.745716862,"69,890",
11/17/2003,Golden Ocean Group Ltd,47.3399458972,47.8358881876,46.9792605951,47.8358881876,"118,814",
11/18/2003,Golden Ocean Group Ltd,48.0613165014,48.4670874662,47.0243462579,47.0243462579,"122,879",
11/19/2003,Golden Ocean Group Ltd,47.565374211,48.2416591524,47.2046889089,48.0162308386,"118,945",
11/20/2003,Golden Ocean Group Ltd,46.9792605951,48.2416591524,46.8440036069,48.0613165014,"62,422",
11/21/2003,Golden Ocean Group Ltd,45.9422903517,48.7376014427,45.311091073,47.0243462579,"80,364",
11/24/2003,Golden Ocean Group Ltd,46.6185752931,46.8890892696,45.5816050496,45.5816050496,"124,066",
11/25/2003,Golden Ocean Group Ltd,46.3029756537,47.6555455365,46.2128043282,46.6636609558,"55,719",
11/26/2003,Golden Ocean Group Ltd,46.2128043282,47.6555455365,45.9873760144,45.9873760144,"76,854",
11/28/2003,Golden Ocean Group Ltd,45.6717763751,46.8890892696,45.4463480613,46.8890892696,"47,639",
12/01/2003,Golden Ocean Group Ltd,45.6266907124,47.2497745717,45.5816050496,45.7619477006,"65,513",
12/02/2003,Golden Ocean Group Ltd,46.0775473399,46.5734896303,45.8070333634,46.438232642,"100,331",
12/03/2003,Golden Ocean Group Ltd,47.2948602344,47.6059513075,45.8070333634,47.4301172227,"179,025",
12/04/2003,Golden Ocean Group Ltd,50.2254283138,50.4508566276,46.9341749324,46.9341749324,"226,827",
12/05/2003,Golden Ocean Group Ltd,51.0865644725,51.7583408476,49.5942290352,49.5942290352,"374,019",
12/08/2003,Golden Ocean Group Ltd,51.5734896303,52.5698827773,50.7664562669,51.8034265104,"238,803",
12/09/2003,Golden Ocean Group Ltd,53.8773669973,54.1929666366,51.1722272317,51.6230838593,"255,657",
12/10/2003,Golden Ocean Group Ltd,56.3119927863,56.8079350766,54.1478809739,54.4183949504,"349,231",
12/11/2003,Golden Ocean Group Ltd,56.0009017133,57.484220018,54.5536519387,56.3570784491,"545,032",
12/12/2003,Golden Ocean Group Ltd,57.2137060415,57.9846708747,55.9062218215,56.8079350766,"276,387",
12/15/2003,Golden Ocean Group Ltd,53.2461677187,58.0252479711,52.7502254283,57.2362488729,"323,260",
12/16/2003,Golden Ocean Group Ltd,55.7709648332,56.2669071235,53.2010820559,53.4715960325,"123,590",
12/17/2003,Golden Ocean Group Ltd,57.6194770063,58.1605049594,55.0045085663,55.0045085663,"206,929",
12/18/2003,Golden Ocean Group Ltd,59.918845807,60.8205590622,57.7096483318,58.611361587,"362,239",
12/19/2003,Golden Ocean Group Ltd,59.6934174932,60.8205590622,56.4021641118,59.5130748422,"225,705",
12/22/2003,Golden Ocean Group Ltd,58.431018936,60.2344454463,58.1605049594,58.8367899008,"109,613",
12/23/2003,Golden Ocean Group Ltd,59.6032461677,59.9639314698,58.1605049594,58.611361587,"57,086",
12/24/2003,Golden Ocean Group Ltd,59.6032461677,60.3697024346,59.0622182146,60.3697024346,"27,097",
12/26/2003,Golden Ocean Group Ltd,59.6934174932,60.4147880974,58.611361587,58.611361587,"28,637",
12/29/2003,Golden Ocean Group Ltd,59.6934174932,60.8205590622,59.0171325518,60.1893597836,"100,487",
12/30/2003,Golden Ocean Group Ltd,58.1605049594,60.2795311091,57.7547339946,58.9720468891,"132,902",
12/31/2003,Golden Ocean Group Ltd,56.4472497746,58.611361587,56.4472497746,57.9350766456,"129,806",
01/02/2004,Golden Ocean Group Ltd,60.2795311091,60.3697024346,56.4472497746,57.484220018,"131,621",
01/05/2004,Golden Ocean Group Ltd,62.8944995491,63.1199278629,58.2055906222,60.2344454463,"294,288",
