Date,Name,Close,High,Low,Open,Volume
10/07/2005,Golden Ocean Group Ltd,141.568981064,142.2452660054,130.2975653742,130.2975653742,"725,755",
10/10/2005,Golden Ocean Group Ltd,143.2822362489,148.2416591524,141.6591523895,145.8521190261,"364,612",
10/11/2005,Golden Ocean Group Ltd,145.5365193868,146.5284039675,142.3354373309,143.6880072137,"223,554",
10/12/2005,Golden Ocean Group Ltd,142.3805229937,148.7826871055,141.6591523895,148.0162308386,"200,846",
10/13/2005,Golden Ocean Group Ltd,135.3020739405,141.568981064,133.0477908025,140.8926961226,"319,524",
10/14/2005,Golden Ocean Group Ltd,138.3228133454,139.3597835888,133.4535617674,135.2569882777,"144,276",
10/17/2005,Golden Ocean Group Ltd,138.1424706943,142.6059513075,135.2569882777,142.6059513075,"148,900",
10/18/2005,Golden Ocean Group Ltd,132.1009918846,140.081154193,130.7484220018,138.1875563571,"305,611",
10/19/2005,Golden Ocean Group Ltd,133.0027051398,133.4084761046,127.5473399459,130.7484220018,"264,824",
10/20/2005,Golden Ocean Group Ltd,127.5473399459,136.0234445446,126.2398557259,132.5067628494,"279,299",
10/21/2005,Golden Ocean Group Ltd,125.0676284941,127.5473399459,122.8584310189,126.2849413886,"304,907",
10/24/2005,Golden Ocean Group Ltd,128.7195671776,129.9819657349,123.8052299369,124.8872858431,"237,850",
10/25/2005,Golden Ocean Group Ltd,132.6871055005,135.2569882777,129.9819657349,135.2569882777,"271,100",
10/26/2005,Golden Ocean Group Ltd,132.8223624887,134.6708746619,131.8755635708,133.0027051398,"168,117",
10/27/2005,Golden Ocean Group Ltd,129.1704238052,135.2569882777,128.0432822362,135.2569882777,"144,564",
10/28/2005,Golden Ocean Group Ltd,130.7935076646,130.7935076646,126.2398557259,126.3300270514,"117,006",
10/31/2005,Golden Ocean Group Ltd,127.908025248,130.4328223625,125.1127141569,125.7889990983,"306,824",
11/01/2005,Golden Ocean Group Ltd,126.0144274121,127.6375112714,125.7439134355,127.0964833183,"152,961",
11/02/2005,Golden Ocean Group Ltd,127.7727682597,128.3137962128,125.834084761,126.0144274121,"136,039",
11/03/2005,Golden Ocean Group Ltd,132.1460775473,133.7240757439,128.4941388638,128.4941388638,"216,372",
11/04/2005,Golden Ocean Group Ltd,132.0559062218,134.5807033363,130.2073940487,134.3101893598,"99,413",
11/07/2005,Golden Ocean Group Ltd,134.4905320108,134.8963029757,129.8467087466,131.6050495942,"215,848",
11/08/2005,Golden Ocean Group Ltd,138.7736699729,141.9296663661,134.5807033363,135.2569882777,"244,066",
11/09/2005,Golden Ocean Group Ltd,146.7087466186,147.6104598738,139.0892696123,139.7655545537,"317,353",
11/10/2005,Golden Ocean Group Ltd,144.5897204689,147.1596032462,140.9377817854,146.7087466186,"222,661",
11/11/2005,Golden Ocean Group Ltd,142.9666366096,144.5897204689,136.3841298467,144.2741208296,"258,187",
11/14/2005,Golden Ocean Group Ltd,147.2497745717,148.5572587917,139.9909828674,143.823264202,"224,556",
11/15/2005,Golden Ocean Group Ltd,140.7574391344,147.8471596032,139.5401262399,147.6555455365,"187,933",
11/16/2005,Golden Ocean Group Ltd,138.5933273219,144.2741208296,136.6095581605,140.9377817854,"193,282",
11/17/2005,Golden Ocean Group Ltd,136.7899008115,139.0892696123,135.3471596032,137.5112714157,"129,875",
11/18/2005,Golden Ocean Group Ltd,135.1668169522,137.826871055,134.4905320108,136.6095581605,"184,357",
11/21/2005,Golden Ocean Group Ltd,135.4981920649,137.2858431019,134.1749323715,134.3552750225,"171,529",
11/22/2005,Golden Ocean Group Ltd,132.8223624887,135.4373309288,132.3264201984,134.2200180343,"193,784",
11/23/2005,Golden Ocean Group Ltd,128.4490532011,132.5067628494,127.908025248,131.8755635708,"292,493",
11/25/2005,Golden Ocean Group Ltd,133.5437330929,134.0396753832,127.6375112714,128.4490532011,"90,034",
11/28/2005,Golden Ocean Group Ltd,127.5022542831,135.3020739405,126.8710550045,133.5437330929,"204,498",
11/29/2005,Golden Ocean Group Ltd,127.4571686204,130.703336339,126.6456266907,127.4120829576,"194,274",
11/30/2005,Golden Ocean Group Ltd,129.9368800721,130.4328223625,126.6907123535,126.8259693417,"145,429",
12/01/2005,Golden Ocean Group Ltd,131.2443642922,134.8512173129,129.6663660956,129.9368800721,"170,297",
12/02/2005,Golden Ocean Group Ltd,130.0721370604,133.0027051398,129.4860234445,130.7484220018,"137,330",
12/05/2005,Golden Ocean Group Ltd,129.8016230839,132.2362488729,129.395852119,131.3345356177,"145,763",
12/06/2005,Golden Ocean Group Ltd,130.7484220018,131.2443642922,129.215509468,129.6212804328,"162,947",
12/07/2005,Golden Ocean Group Ltd,129.9368800721,132.777276826,128.5843101894,130.7484220018,"205,416",
12/08/2005,Golden Ocean Group Ltd,128.9449954914,130.2975653742,128.4941388638,128.9449954914,"174,538",
12/09/2005,Golden Ocean Group Ltd,127.1866546438,130.2524797115,127.0063119928,128.8548241659,"172,398",
12/12/2005,Golden Ocean Group Ltd,126.3751127142,128.4941388638,125.7889990983,127.1866546438,"246,713",
12/13/2005,Golden Ocean Group Ltd,123.5347159603,126.4652840397,123.3092876465,125.3832281335,"328,604",
12/14/2005,Golden Ocean Group Ltd,126.1947700631,126.6907123535,122.6330027051,122.8584310189,"216,994",
12/15/2005,Golden Ocean Group Ltd,124.6167718665,126.780883679,123.0838593327,126.1496844004,"176,308",
12/16/2005,Golden Ocean Group Ltd,126.8710550045,126.8710550045,123.3092876465,123.3543733093,"388,549",
12/19/2005,Golden Ocean Group Ltd,124.2110009017,126.8710550045,124.0757439134,125.7889990983,"210,716",
12/20/2005,Golden Ocean Group Ltd,122.1821460775,125.5635707845,121.7763751127,124.4364292155,"172,231",
12/21/2005,Golden Ocean Group Ltd,120.3336339044,122.4526600541,119.7475202885,121.911632101,"253,181",
12/22/2005,Golden Ocean Group Ltd,116.9071235347,120.3787195672,114.3823264202,119.8376916141,"458,303",
12/23/2005,Golden Ocean Group Ltd,114.3372407574,116.862037872,113.3904418395,115.8701532913,"291,213",
12/27/2005,Golden Ocean Group Ltd,111.045987376,114.1568981064,110.9107303877,112.7141568981,"421,476",
12/28/2005,Golden Ocean Group Ltd,111.9026149684,113.5707844905,107.123534716,110.4598737601,"381,735",
12/29/2005,Golden Ocean Group Ltd,109.738503156,112.9801623084,109.3327321912,112.9801623084,"295,985",
12/30/2005,Golden Ocean Group Ltd,109.3327321912,110.2164111812,107.8449053201,109.3327321912,"273,693",
01/03/2006,Golden Ocean Group Ltd,111.992786294,112.3444544635,107.7547339946,109.3327321912,"302,144",
01/04/2006,Golden Ocean Group Ltd,115.915238954,116.5013525699,112.0378719567,112.7141568981,"277,728",
01/05/2006,Golden Ocean Group Ltd,117.8539224527,119.1614066727,114.5626690712,116.3210099188,"262,318",
01/06/2006,Golden Ocean Group Ltd,118.0342651037,121.2804328224,116.3660955816,118.0793507665,"214,544",
01/09/2006,Golden Ocean Group Ltd,118.5752930568,119.9278629396,116.7718665464,117.222723174,"185,317",
01/10/2006,Golden Ocean Group Ltd,117.6735798016,119.2515779982,117.222723174,117.7637511271,"93,241",
01/11/2006,Golden Ocean Group Ltd,117.3579801623,118.5752930568,116.7718665464,117.222723174,"106,566",
01/12/2006,Golden Ocean Group Ltd,114.9233543733,117.222723174,113.9765554554,117.222723174,"205,844",
01/13/2006,Golden Ocean Group Ltd,114.1208295762,114.5175834085,112.7141568981,113.5707844905,"131,934",
01/17/2006,Golden Ocean Group Ltd,112.173128945,114.0667267809,111.7087466186,112.173128945,"171,705",
01/18/2006,Golden Ocean Group Ltd,110.865644725,112.9395852119,110.0541027953,111.2714156898,"193,198",
01/19/2006,Golden Ocean Group Ltd,112.5338142471,113.300270514,110.1442741208,111.8124436429,"99,260",
01/20/2006,Golden Ocean Group Ltd,112.7592425609,113.480613165,111.6321009919,112.0829576195,"135,710",
01/23/2006,Golden Ocean Group Ltd,113.0748422002,114.0667267809,110.1442741208,110.1442741208,"195,044",
01/24/2006,Golden Ocean Group Ltd,118.3047790803,118.4400360685,113.1650135257,113.6158701533,"240,131",
01/25/2006,Golden Ocean Group Ltd,116.6907123535,119.477006312,116.095581605,119.3868349865,"154,592",
01/26/2006,Golden Ocean Group Ltd,117.5834084761,118.3949504058,115.9607754734,117.222723174,"119,289",
01/27/2006,Golden Ocean Group Ltd,117.4481514878,117.9440937782,116.7267808837,117.5834084761,"80,917",
01/30/2006,Golden Ocean Group Ltd,118.8458070334,119.2515779982,116.6366095582,117.222723174,"166,279",
01/31/2006,Golden Ocean Group Ltd,118.1244364292,118.9810640216,116.7718665464,118.0793507665,"120,435",
02/01/2006,Golden Ocean Group Ltd,116.3660955816,118.7466185753,116.3210099188,117.042380523,"116,474",
02/02/2006,Golden Ocean Group Ltd,114.8331830478,116.3660955816,113.9765554554,116.3660955816,"108,708",
02/03/2006,Golden Ocean Group Ltd,115.734896303,116.3210099188,113.8412984671,114.9684400361,"107,973",
02/06/2006,Golden Ocean Group Ltd,118.1244364292,119.0261496844,116.1857529306,116.3660955816,"188,190",
02/07/2006,Golden Ocean Group Ltd,124.6167718665,125.0225428314,118.1244364292,118.349864743,"446,060",
02/08/2006,Golden Ocean Group Ltd,124.3011722272,125.6988277728,121.7763751127,125.1127141569,"227,648",
02/09/2006,Golden Ocean Group Ltd,125.0225428314,127.5473399459,123.1289449955,126.1947700631,"176,555",
02/10/2006,Golden Ocean Group Ltd,125.2479711452,125.3381424707,121.73128945,125.3381424707,"155,116",
02/13/2006,Golden Ocean Group Ltd,121.3255184851,127.3669972949,121.2353471596,126.2398557259,"155,291",
02/14/2006,Golden Ocean Group Ltd,124.8872858431,125.7889990983,119.477006312,124.7520288548,"269,905",
02/15/2006,Golden Ocean Group Ltd,125.65374211,126.1496844004,123.9855725879,124.3011722272,"132,660",
02/16/2006,Golden Ocean Group Ltd,122.4075743913,126.1496844004,122.3174030658,126.1496844004,"226,580",
02/17/2006,Golden Ocean Group Ltd,122.1821460775,123.9404869252,120.6492335437,123.9404869252,"207,126",
02/21/2006,Golden Ocean Group Ltd,116.9071235347,122.091974752,116.5915238954,120.8295761948,"302,241",
02/22/2006,Golden Ocean Group Ltd,115.0870153291,116.8169522092,112.7141568981,116.095581605,"217,450",
02/23/2006,Golden Ocean Group Ltd,116.3210099188,117.1776375113,112.9395852119,114.5175834085,"134,534",
02/24/2006,Golden Ocean Group Ltd,116.2308385933,117.5383228133,114.9684400361,117.222723174,"108,600",
02/27/2006,Golden Ocean Group Ltd,115.1036970243,118.1244364292,115.0586113616,117.222723174,"124,301",
02/28/2006,Golden Ocean Group Ltd,113.6158701533,115.8701532913,113.6158701533,114.9684400361,"95,183",
03/01/2006,Golden Ocean Group Ltd,115.0135256988,115.8701532913,114.0216411181,114.0216411181,"59,970",
03/02/2006,Golden Ocean Group Ltd,114.5626690712,115.8701532913,114.0216411181,115.8701532913,"79,621",
03/03/2006,Golden Ocean Group Ltd,115.3291253381,115.8701532913,112.8043282236,113.9314697926,"84,808",
03/06/2006,Golden Ocean Group Ltd,113.4355275023,115.5094679892,112.9846708747,115.4192966637,"91,526",
03/07/2006,Golden Ocean Group Ltd,111.7763751127,114.3372407574,110.9562669071,112.9846708747,"168,096",
03/08/2006,Golden Ocean Group Ltd,111.6771866546,112.173128945,110.2344454463,110.9107303877,"110,937",
03/09/2006,Golden Ocean Group Ltd,108.8818755636,112.9846708747,108.1154192967,112.9846708747,"151,917",
03/10/2006,Golden Ocean Group Ltd,109.3327321912,111.5870153291,108.2506762849,110.2344454463,"234,568",
03/13/2006,Golden Ocean Group Ltd,108.3408476105,112.2182146078,108.3408476105,110.1397700631,"188,131",
03/14/2006,Golden Ocean Group Ltd,111.0009017133,111.1361587015,108.5211902615,109.3327321912,"129,163",
03/15/2006,Golden Ocean Group Ltd,111.2714156898,111.3615870153,109.8737601443,111.0009017133,"80,410",
03/16/2006,Golden Ocean Group Ltd,108.7917042381,111.3165013526,108.7015329125,110.5951307484,"107,280",
03/17/2006,Golden Ocean Group Ltd,108.7466185753,109.7835888188,108.7015329125,109.1073038774,"105,584",
03/20/2006,Golden Ocean Group Ltd,109.1528403968,111.3165013526,109.0622182146,109.558160505,"168,447",
03/21/2006,Golden Ocean Group Ltd,111.3615870153,112.0378719567,109.558160505,110.0090171326,"121,033",
03/22/2006,Golden Ocean Group Ltd,110.5951307484,112.4436429216,110.0090171326,112.4436429216,"140,715",
03/23/2006,Golden Ocean Group Ltd,113.4355275023,113.7962128043,110.6853020739,111.5870153291,"145,303",
03/24/2006,Golden Ocean Group Ltd,116.3210099188,116.7718665464,112.7592425609,114.0667267809,"152,926",
03/27/2006,Golden Ocean Group Ltd,117.9440937782,118.5752930568,114.7475202885,117.222723174,"134,467",
03/28/2006,Golden Ocean Group Ltd,117.8539224527,119.7024346258,117.222723174,119.477006312,"131,516",
03/29/2006,Golden Ocean Group Ltd,117.8990081154,118.1785392245,117.222723174,117.8990081154,"97,974",
03/30/2006,Golden Ocean Group Ltd,112.8043282236,117.8990081154,112.3083859333,117.4706943192,"288,308",
03/31/2006,Golden Ocean Group Ltd,112.9846708747,116.1406672678,112.2768259693,116.1406672678,"85,702",
04/03/2006,Golden Ocean Group Ltd,113.0748422002,115.1487826871,112.7141568981,115.1487826871,"90,677",
04/04/2006,Golden Ocean Group Ltd,113.3904418395,113.6158701533,112.4887285843,112.8494138864,"72,136",
04/05/2006,Golden Ocean Group Ltd,114.9684400361,115.734896303,113.4355275023,113.6609558161,"117,092",
04/06/2006,Golden Ocean Group Ltd,114.0667267809,115.9603246168,113.8412984671,114.9684400361,"71,547",
04/07/2006,Golden Ocean Group Ltd,113.6609558161,115.3742110009,113.3904418395,115.3742110009,"62,522",
04/10/2006,Golden Ocean Group Ltd,112.7592425609,114.8331830478,112.7141568981,114.0667267809,"64,968",
04/11/2006,Golden Ocean Group Ltd,112.8944995491,113.480613165,112.3985572588,112.7141568981,"85,584",
04/12/2006,Golden Ocean Group Ltd,113.5256988278,114.1118124436,110.6086609558,112.6239855726,"248,181",
04/13/2006,Golden Ocean Group Ltd,112.7141568981,113.5256988278,112.0829576195,113.5256988278,"93,059",
04/17/2006,Golden Ocean Group Ltd,111.1812443643,113.2551848512,110.7754733995,112.7141568981,"143,313",
04/18/2006,Golden Ocean Group Ltd,112.4436429216,113.8412984671,110.9107303877,111.2308385933,"142,953",
04/19/2006,Golden Ocean Group Ltd,114.9233543733,114.9684400361,112.2182146078,112.7141568981,"150,192",
04/20/2006,Golden Ocean Group Ltd,116.3210099188,117.1776375113,114.9684400361,114.9684400361,"148,646",
04/21/2006,Golden Ocean Group Ltd,120.9197475203,121.0550045086,117.222723174,117.4030658251,"154,808",
04/24/2006,Golden Ocean Group Ltd,125.0676284941,125.3381424707,120.3787195672,121.5960324617,"242,503",
04/25/2006,Golden Ocean Group Ltd,127.2768259693,127.5473399459,125.8115464382,126.2398557259,"219,392",
04/26/2006,Golden Ocean Group Ltd,126.7357980162,129.8467087466,126.2398557259,127.3895401262,"202,807",
04/27/2006,Golden Ocean Group Ltd,123.1289449955,128.1334535618,119.0261496844,126.2398557259,"219,129",
04/28/2006,Golden Ocean Group Ltd,123.8052299369,124.526600541,121.911632101,122.4977457169,"63,109",
05/01/2006,Golden Ocean Group Ltd,115.8250676285,121.8214607755,115.0586113616,121.8214607755,"391,714",
05/02/2006,Golden Ocean Group Ltd,118.1244364292,118.1244364292,116.0054102795,116.0054102795,"142,140",
05/03/2006,Golden Ocean Group Ltd,116.3660955816,117.8539224527,115.4643823264,117.8539224527,"104,683",
05/04/2006,Golden Ocean Group Ltd,117.7186654644,118.0739449955,115.5094679892,116.0054102795,"84,774",
05/05/2006,Golden Ocean Group Ltd,117.7637511271,119.3417493237,117.222723174,118.0342651037,"84,490",
05/08/2006,Golden Ocean Group Ltd,117.5383228133,119.0261496844,114.9684400361,117.8944995491,"94,329",
05/09/2006,Golden Ocean Group Ltd,117.6284941389,117.8539224527,115.8701532913,116.7267808837,"88,230",
05/10/2006,Golden Ocean Group Ltd,117.4932371506,117.6735798016,115.8701532913,117.5383228133,"84,242",
05/11/2006,Golden Ocean Group Ltd,116.9071235347,121.1000901713,115.734896303,116.9972948602,"103,898",
05/12/2006,Golden Ocean Group Ltd,115.0135256988,117.222723174,114.0667267809,117.222723174,"106,190",
05/15/2006,Golden Ocean Group Ltd,113.0297565374,114.1118124436,111.045987376,114.0667267809,"166,969",
05/16/2006,Golden Ocean Group Ltd,114.2921550947,114.5626690712,113.0297565374,113.0297565374,"70,166",
05/17/2006,Golden Ocean Group Ltd,111.6771866546,115.0135256988,111.1812443643,112.8944995491,"278,386",
05/18/2006,Golden Ocean Group Ltd,110.6853020739,112.7141568981,110.0090171326,111.3615870153,"148,535",
05/19/2006,Golden Ocean Group Ltd,112.5788999098,112.6690712353,110.9107303877,111.5419296664,"155,593",
05/22/2006,Golden Ocean Group Ltd,110.9107303877,114.3823264202,109.6032461677,110.1442741208,"161,253",
05/23/2006,Golden Ocean Group Ltd,110.3697024346,114.5626690712,109.3778178539,109.3778178539,"143,828",
05/24/2006,Golden Ocean Group Ltd,102.9756537421,109.0622182146,101.8935978359,105.9558160505,"252,942",
05/25/2006,Golden Ocean Group Ltd,102.7502254283,104.7339945897,101.8935978359,104.0126239856,"86,966",
05/26/2006,Golden Ocean Group Ltd,102.5698827773,103.6970243463,102.5698827773,102.7953110911,"108,934",
05/30/2006,Golden Ocean Group Ltd,101.7583408476,102.9305680794,101.4427412083,102.5698827773,"115,276",
05/31/2006,Golden Ocean Group Ltd,104.2831379621,105.2750225428,102.1190261497,102.1190261497,"151,800",
06/01/2006,Golden Ocean Group Ltd,105.8611361587,106.2669071235,101.9386834986,101.9837691614,"77,710",
06/02/2006,Golden Ocean Group Ltd,105.1397655546,106.6275924256,103.9224526601,106.6275924256,"84,286",
06/05/2006,Golden Ocean Group Ltd,103.0658250676,105.7258791704,102.6600541028,105.7258791704,"91,820",
06/06/2006,Golden Ocean Group Ltd,101.1722272317,103.8052299369,99.819657349,101.6726825969,"145,551",
06/07/2006,Golden Ocean Group Ltd,101.9837691614,103.5166816952,101.1722272317,101.1722272317,"77,978",
06/08/2006,Golden Ocean Group Ltd,99.5040577096,101.5329125338,94.6798917944,101.4427412083,"188,264",
06/09/2006,Golden Ocean Group Ltd,99.1884580703,100.180342651,97.1596032462,98.7826871055,"75,066",
06/12/2006,Golden Ocean Group Ltd,95.6717763751,99.1884580703,94.950405771,98.3769161407,"181,308",
06/13/2006,Golden Ocean Group Ltd,92.0649233544,95.6717763751,91.7948602344,94.8602344454,"211,358",
06/14/2006,Golden Ocean Group Ltd,98.2867448151,99.9549143372,90.1713255185,91.7493237151,"275,092",
06/15/2006,Golden Ocean Group Ltd,102.3444544635,102.7051397656,98.7826871055,100.8115419297,"200,219",
06/16/2006,Golden Ocean Group Ltd,109.7835888188,112.7141568981,102.1641118124,103.6970243463,"431,069",
06/19/2006,Golden Ocean Group Ltd,111.2714156898,112.7141568981,107.9801623084,108.3859332732,"237,950",
06/20/2006,Golden Ocean Group Ltd,113.6609558161,115.4192966637,110.6853020739,110.6853020739,"239,721",
06/21/2006,Golden Ocean Group Ltd,115.6898106402,117.222723174,114.0216411181,115.5094679892,"172,228",
06/22/2006,Golden Ocean Group Ltd,116.8169522092,117.8088367899,113.0297565374,115.7799819657,"206,776",
06/23/2006,Golden Ocean Group Ltd,118.9810640216,119.477006312,116.0054102795,116.5915238954,"138,645",
06/26/2006,Golden Ocean Group Ltd,119.7024346258,120.604147881,118.1244364292,118.1244364292,"159,306",
06/27/2006,Golden Ocean Group Ltd,118.7105500451,120.7394048693,117.4481514878,119.0261496844,"134,572",
06/28/2006,Golden Ocean Group Ltd,119.8376916141,121.6862037872,117.4481514878,118.169522092,"138,189",
06/29/2006,Golden Ocean Group Ltd,119.9278629396,121.2804328224,115.6898106402,119.7475202885,"185,232",
06/30/2006,Golden Ocean Group Ltd,119.1163210099,120.1532912534,117.2678088368,119.2515779982,"113,566",
07/03/2006,Golden Ocean Group Ltd,118.3949504058,119.4319206492,116.4562669071,118.1244364292,"107,699",
07/05/2006,Golden Ocean Group Ltd,121.0099188458,121.73128945,115.7799819657,117.8990081154,"177,741",
07/06/2006,Golden Ocean Group Ltd,121.7763751127,122.6330027051,119.5220919748,121.5058611362,"161,039",
07/07/2006,Golden Ocean Group Ltd,122.4526600541,123.7601442741,120.604147881,122.0468890893,"116,149",
07/10/2006,Golden Ocean Group Ltd,123.7150586114,124.6618575293,122.6330027051,123.9855725879,"140,585",
07/11/2006,Golden Ocean Group Ltd,123.7601442741,124.6618575293,122.4075743913,123.7150586114,"137,232",
07/12/2006,Golden Ocean Group Ltd,123.1740306583,124.4364292155,123.1289449955,123.7601442741,"84,194",
07/13/2006,Golden Ocean Group Ltd,121.6862037872,123.03877367,118.8007213706,122.2272317403,"149,267",
07/14/2006,Golden Ocean Group Ltd,121.2353471596,121.6862037872,118.5752930568,121.4156898106,"104,516",
07/17/2006,Golden Ocean Group Ltd,119.2515779982,121.2804328224,118.169522092,119.8376916141,"108,707",
07/18/2006,Golden Ocean Group Ltd,120.1532912534,121.0099188458,117.9891794409,117.9891794409,"81,851",
07/19/2006,Golden Ocean Group Ltd,123.6248872858,125.0676284941,120.3787195672,120.3787195672,"150,170",
07/20/2006,Golden Ocean Group Ltd,122.2272317403,125.3381424707,120.9197475203,125.3381424707,"73,485",
07/21/2006,Golden Ocean Group Ltd,122.6744815149,123.1289449955,118.169522092,122.2272317403,"82,943",
07/24/2006,Golden Ocean Group Ltd,124.34625789,124.706496844,122.6780883679,122.6780883679,"98,515",
07/25/2006,Golden Ocean Group Ltd,125.2028854824,125.7889990983,122.9035166817,125.1127141569,"98,125",
07/26/2006,Golden Ocean Group Ltd,126.9161406673,127.9531109107,124.6618575293,125.3381424707,"137,514",
07/27/2006,Golden Ocean Group Ltd,126.6456266907,129.8016230839,125.473399459,126.2398557259,"137,631",
07/28/2006,Golden Ocean Group Ltd,127.9531109107,129.6212804328,126.9161406673,126.9161406673,"99,939",
07/31/2006,Golden Ocean Group Ltd,129.6212804328,130.2975653742,126.780883679,128.4039675383,"88,022",
08/01/2006,Golden Ocean Group Ltd,128.5392245266,131.1091073039,128.4941388638,130.2975653742,"114,349",
08/02/2006,Golden Ocean Group Ltd,131.2894499549,132.5518485122,128.5392245266,130.7484220018,"106,756",
08/03/2006,Golden Ocean Group Ltd,132.0559062218,133.0027051398,130.8836789901,131.650135257,"91,477",
08/04/2006,Golden Ocean Group Ltd,131.0189359784,133.5888187556,130.6131650135,133.0027051398,"90,771",
08/07/2006,Golden Ocean Group Ltd,133.7691614067,134.9413886384,131.8755635708,131.8755635708,"107,204",
08/08/2006,Golden Ocean Group Ltd,138.7736699729,140.3967538323,134.265103697,135.211902615,"464,602",
08/09/2006,Golden Ocean Group Ltd,135.6176735798,141.7944093778,135.2569882777,139.9008115419,"209,052",
08/10/2006,Golden Ocean Group Ltd,132.3715058611,135.6176735798,131.7403065825,135.2569882777,"147,466",
08/11/2006,Golden Ocean Group Ltd,134.3101893598,135.9783588819,130.6131650135,130.6131650135,"85,088",
08/14/2006,Golden Ocean Group Ltd,125.2479711452,135.9332732191,123.1740306583,135.9332732191,"396,362",
08/15/2006,Golden Ocean Group Ltd,129.5761947701,129.9819657349,125.3381424707,126.0144274121,"224,536",
08/16/2006,Golden Ocean Group Ltd,131.6952209197,134.8963029757,130.7484220018,131.1992786294,"180,909",
08/17/2006,Golden Ocean Group Ltd,131.0640216411,133.904418395,130.7484220018,131.650135257,"162,488",
08/18/2006,Golden Ocean Group Ltd,132.7953110911,133.8593327322,131.0640216411,131.0640216411,"114,064",
08/21/2006,Golden Ocean Group Ltd,134.3552750225,136.1136158702,132.6871055005,133.904418395,"227,251",
08/22/2006,Golden Ocean Group Ltd,137.6014427412,138.2777276826,134.9864743012,135.2569882777,"271,018",
08/23/2006,Golden Ocean Group Ltd,129.8467087466,134.1749323715,127.5924256087,134.1749323715,"169,175",
08/24/2006,Golden Ocean Group Ltd,130.4328223625,130.7484220018,126.5058611362,129.5311091073,"111,167",
08/25/2006,Golden Ocean Group Ltd,130.2975653742,130.7484220018,126.3751127142,129.9368800721,"121,811",
08/28/2006,Golden Ocean Group Ltd,127.9531109107,131.1199233544,127.5473399459,130.703336339,"198,183",
08/29/2006,Golden Ocean Group Ltd,126.4652840397,127.8629395852,123.9855725879,127.8629395852,"137,550",
08/30/2006,Golden Ocean Group Ltd,123.8954012624,127.1415689811,123.5798016231,127.1415689811,"165,879",
08/31/2006,Golden Ocean Group Ltd,120.8295761948,122.9486023445,117.6735798016,122.9486023445,"231,356",
09/01/2006,Golden Ocean Group Ltd,122.0468890893,122.9932371506,118.8908926961,119.477006312,"135,815",
09/05/2006,Golden Ocean Group Ltd,121.1902614968,122.4977457169,119.1614066727,119.1614066727,"129,557",
09/06/2006,Golden Ocean Group Ltd,118.1244364292,121.1451758341,115.8701532913,120.3787195672,"243,410",
09/07/2006,Golden Ocean Group Ltd,117.222723174,117.7186654644,115.5094679892,117.4481514878,"122,830",
09/08/2006,Golden Ocean Group Ltd,113.6609558161,119.4319206492,113.6158701533,118.2596934175,"170,972",
09/11/2006,Golden Ocean Group Ltd,111.6321009919,113.6609558161,107.4391343553,113.6609558161,"268,906",
09/12/2006,Golden Ocean Group Ltd,113.9765554554,116.095581605,111.3165013526,112.7998196573,"87,427",
09/13/2006,Golden Ocean Group Ltd,113.7060414788,116.7267808837,113.7060414788,114.427412083,"80,794",
09/14/2006,Golden Ocean Group Ltd,113.7060414788,115.6447249775,112.7592425609,113.0297565374,"93,436",
09/15/2006,Golden Ocean Group Ltd,115.4192966637,116.3751127142,114.1118124436,115.2840396754,"94,233",
09/18/2006,Golden Ocean Group Ltd,116.4562669071,116.862037872,115.6447249775,115.6447249775,"78,442",
09/19/2006,Golden Ocean Group Ltd,116.9522091975,118.349864743,116.4562669071,116.7718665464,"117,676",
09/20/2006,Golden Ocean Group Ltd,114.9684400361,118.3949504058,114.9684400361,116.9522091975,"76,435",
09/21/2006,Golden Ocean Group Ltd,115.5996393147,116.6816952209,114.788097385,114.9684400361,"100,665",
09/22/2006,Golden Ocean Group Ltd,112.0378719567,115.2389540126,111.7249774572,114.9684400361,"127,866",
09/25/2006,Golden Ocean Group Ltd,110.5951307484,112.2182146078,109.3327321912,112.2182146078,"161,051",
09/26/2006,Golden Ocean Group Ltd,114.4724977457,114.8782687106,110.2344454463,110.2344454463,"121,597",
09/27/2006,Golden Ocean Group Ltd,116.4111812444,117.5689765555,114.5175834085,114.5175834085,"73,258",
09/28/2006,Golden Ocean Group Ltd,115.1938683499,117.5383228133,115.0135256988,117.5383228133,"59,241",
09/29/2006,Golden Ocean Group Ltd,116.3210099188,116.9972948602,114.788097385,115.5094679892,"47,278",
10/02/2006,Golden Ocean Group Ltd,115.2389540126,117.1776375113,114.3823264202,116.3210099188,"48,143",
10/03/2006,Golden Ocean Group Ltd,111.0009017133,114.8782687106,109.7835888188,114.7430117223,"154,793",
10/04/2006,Golden Ocean Group Ltd,112.8944995491,114.2470694319,109.1974752029,109.6934174932,"170,805",
10/05/2006,Golden Ocean Group Ltd,114.0667267809,115.5094679892,111.9477006312,112.9395852119,"110,767",
10/06/2006,Golden Ocean Group Ltd,115.1036970243,116.5013525699,111.992786294,114.427412083,"87,214",
10/09/2006,Golden Ocean Group Ltd,117.4932371506,119.2515779982,115.6447249775,115.6898106402,"127,108",
10/10/2006,Golden Ocean Group Ltd,118.7105500451,119.296663661,116.095581605,117.4932371506,"88,398",
10/11/2006,Golden Ocean Group Ltd,116.3210099188,119.4319206492,114.9684400361,117.7231740307,"87,057",
