Date,Name,Close,High,Low,Open,Volume
05/03/2002,GameStop Corp Class A,2.6,2.60125,2.57,2.6,"57,900",
05/06/2002,GameStop Corp Class A,2.71875,2.82375,2.59875,2.59875,"268,300",
05/07/2002,GameStop Corp Class A,2.6875,2.75,2.68125,2.70625,"56,600",
05/08/2002,GameStop Corp Class A,2.8,2.8125,2.7125,2.7125,"82,300",
05/09/2002,GameStop Corp Class A,2.85625,2.9,2.8125,2.8125,"105,900",
05/10/2002,GameStop Corp Class A,2.7575,2.92875,2.75,2.875,"87,000",
05/13/2002,GameStop Corp Class A,2.6875,2.75875,2.60625,2.75875,"241,200",
05/14/2002,GameStop Corp Class A,2.6,2.8,2.6,2.75,"494,800",
05/15/2002,GameStop Corp Class A,2.48125,2.625,2.48125,2.5875,"728,700",
05/16/2002,GameStop Corp Class A,2.575,2.5875,2.48125,2.48125,"660,800",
05/17/2002,GameStop Corp Class A,2.65375,2.6875,2.59375,2.59375,"543,900",
05/20/2002,GameStop Corp Class A,2.6725,2.6875,2.6375,2.65375,"292,000",
05/21/2002,GameStop Corp Class A,2.5625,2.83125,2.55625,2.825,"483,500",
05/22/2002,GameStop Corp Class A,2.65625,2.6875,2.5375,2.5575,"230,900",
05/23/2002,GameStop Corp Class A,2.80125,2.8375,2.65625,2.65625,"269,700",
05/24/2002,GameStop Corp Class A,2.9325,2.9625,2.7925,2.7925,"276,500",
05/28/2002,GameStop Corp Class A,3.02625,3.03625,2.9125,2.94375,"260,300",
05/29/2002,GameStop Corp Class A,2.95,3.02625,2.9375,3.02625,"585,300",
05/30/2002,GameStop Corp Class A,2.9075,2.95,2.89375,2.95,"492,700",
05/31/2002,GameStop Corp Class A,3.02375,3.0375,2.9075,2.9075,"338,500",
06/03/2002,GameStop Corp Class A,2.90625,3.02375,2.8925,3.02375,"231,500",
06/04/2002,GameStop Corp Class A,2.92875,2.9875,2.8625,2.90125,"241,700",
06/05/2002,GameStop Corp Class A,2.90625,2.96,2.88875,2.9375,"219,000",
06/06/2002,GameStop Corp Class A,2.90625,2.95625,2.89875,2.90625,"175,400",
06/07/2002,GameStop Corp Class A,2.86875,2.905,2.82,2.875,"219,000",
06/10/2002,GameStop Corp Class A,2.8125,2.9125,2.7875,2.86875,"106,800",
06/11/2002,GameStop Corp Class A,2.84375,2.84375,2.815,2.8275,"40,400",
06/12/2002,GameStop Corp Class A,2.8,2.815,2.7275,2.81375,"66,500",
06/13/2002,GameStop Corp Class A,2.87,2.8875,2.7625,2.8,"162,200",
06/14/2002,GameStop Corp Class A,2.81375,2.8675,2.66875,2.8675,"89,800",
06/17/2002,GameStop Corp Class A,2.8775,2.93125,2.825,2.825,"116,600",
06/18/2002,GameStop Corp Class A,2.815,2.89375,2.7875,2.8775,"32,500",
06/19/2002,GameStop Corp Class A,2.875,2.89375,2.8125,2.8125,"113,200",
06/20/2002,GameStop Corp Class A,2.7375,2.8575,2.72375,2.8575,"63,700",
06/21/2002,GameStop Corp Class A,2.625,2.71875,2.6125,2.71875,"127,000",
06/24/2002,GameStop Corp Class A,2.565,2.625,2.4875,2.625,"136,000",
06/25/2002,GameStop Corp Class A,2.4975,2.59875,2.4975,2.565,"103,700",
06/26/2002,GameStop Corp Class A,2.36875,2.46875,2.295,2.46875,"360,300",
06/27/2002,GameStop Corp Class A,2.5,2.5,2.36375,2.3875,"204,000",
06/28/2002,GameStop Corp Class A,2.62375,2.665,2.47875,2.49375,"438,200",
07/01/2002,GameStop Corp Class A,2.4675,2.62375,2.45625,2.6125,"136,000",
07/02/2002,GameStop Corp Class A,2.345,2.46625,2.23375,2.46625,"77,500",
07/03/2002,GameStop Corp Class A,2.3125,2.3875,2.15625,2.3375,"278,300",
07/05/2002,GameStop Corp Class A,2.3125,2.4325,2.3125,2.325,"56,900",
07/08/2002,GameStop Corp Class A,2.47625,2.54375,2.371875,2.3875,"179,200",
07/09/2002,GameStop Corp Class A,2.475587625,2.55375,2.405,2.4625,"270,300",
07/10/2002,GameStop Corp Class A,2.4,2.5125,2.36875,2.4375,"267,000",
07/11/2002,GameStop Corp Class A,2.30375,2.38625,2.21875,2.38125,"305,400",
07/12/2002,GameStop Corp Class A,2.21125,2.30375,2.19625,2.30375,"127,100",
07/15/2002,GameStop Corp Class A,2.0875,2.20875,1.975,2.20875,"162,500",
07/16/2002,GameStop Corp Class A,2.02375,2.10875,2.01125,2.05625,"155,800",
07/17/2002,GameStop Corp Class A,2.01125,2.08125,1.7875,2.03,"799,800",
07/18/2002,GameStop Corp Class A,2.005,2.05,1.995,2.01125,"157,700",
07/19/2002,GameStop Corp Class A,1.9725,2.00125,1.95625,1.99375,"169,200",
07/22/2002,GameStop Corp Class A,1.975,2.05875,1.95,1.965,"124,900",
07/23/2002,GameStop Corp Class A,2,2.05,1.90625,1.9875,"317,000",
07/24/2002,GameStop Corp Class A,2.19875,2.2025,1.87375,1.975,"223,100",
07/25/2002,GameStop Corp Class A,2.1225,2.2,2.075,2.2,"70,100",
07/26/2002,GameStop Corp Class A,2.1925,2.2125,2.12375,2.12375,"83,600",
07/29/2002,GameStop Corp Class A,2.2875,2.29375,2.195,2.195,"117,000",
07/30/2002,GameStop Corp Class A,2.24375,2.3,2.20625,2.2875,"89,600",
07/31/2002,GameStop Corp Class A,2.1875,2.22,2.15375,2.21875,"97,200",
08/01/2002,GameStop Corp Class A,2.08625,2.175,2.02625,2.175,"126,400",
08/02/2002,GameStop Corp Class A,1.8875,2.06875,1.85625,2.06875,"137,400",
08/05/2002,GameStop Corp Class A,1.91875,1.96,1.8875,1.8875,"87,800",
08/06/2002,GameStop Corp Class A,1.97375,1.98625,1.9375,1.9375,"211,100",
08/07/2002,GameStop Corp Class A,1.98625,2,1.93125,1.9775,"195,100",
08/08/2002,GameStop Corp Class A,1.8625,1.98125,1.73125,1.975,"617,200",
08/09/2002,GameStop Corp Class A,1.90625,1.95,1.8625,1.8625,"118,300",
08/12/2002,GameStop Corp Class A,2.03125,2.03125,1.9,1.905,"115,800",
08/13/2002,GameStop Corp Class A,2.04375,2.15125,2.0325,2.0625,"220,100",
08/14/2002,GameStop Corp Class A,2.1625,2.225,2.04375,2.04375,"403,100",
08/15/2002,GameStop Corp Class A,2.2625,2.34375,2.25,2.25,"425,900",
08/16/2002,GameStop Corp Class A,2.36625,2.475,2.2625,2.2625,"215,400",
08/19/2002,GameStop Corp Class A,2.49375,2.55375,2.3375,2.36625,"215,300",
08/20/2002,GameStop Corp Class A,2.615,2.6875,2.525,2.5875,"679,100",
08/21/2002,GameStop Corp Class A,2.68125,2.6875,2.565,2.61875,"249,300",
08/22/2002,GameStop Corp Class A,2.5625,2.6875,2.55,2.65,"379,400",
08/23/2002,GameStop Corp Class A,2.46875,2.56375,2.46875,2.5625,"166,700",
08/26/2002,GameStop Corp Class A,2.5825,2.59375,2.46625,2.47,"258,700",
08/27/2002,GameStop Corp Class A,2.57625,2.63,2.55625,2.5875,"233,100",
08/28/2002,GameStop Corp Class A,2.6275,2.6275,2.545,2.56875,"174,700",
08/29/2002,GameStop Corp Class A,2.67875,2.68,2.55875,2.6025,"173,500",
08/30/2002,GameStop Corp Class A,2.6,2.74875,2.6,2.7,"97,300",
09/03/2002,GameStop Corp Class A,2.5,2.6,2.44375,2.6,"135,700",
09/04/2002,GameStop Corp Class A,2.325,2.5725,2.325,2.525,"288,600",
09/05/2002,GameStop Corp Class A,2.3975,2.4375,2.30375,2.3125,"161,600",
09/06/2002,GameStop Corp Class A,2.45125,2.475,2.40625,2.40625,"167,400",
09/09/2002,GameStop Corp Class A,2.50625,2.50625,2.325,2.45625,"212,500",
09/10/2002,GameStop Corp Class A,2.55,2.56125,2.48,2.515,"177,100",
09/11/2002,GameStop Corp Class A,2.6,2.61125,2.575,2.575,"74,900",
09/12/2002,GameStop Corp Class A,2.55,2.635,2.55,2.63125,"146,500",
09/13/2002,GameStop Corp Class A,2.45,2.525,2.45,2.525,"36,000",
09/16/2002,GameStop Corp Class A,2.52625,2.53,2.45,2.45125,"60,600",
09/17/2002,GameStop Corp Class A,2.5525,2.6075,2.4825,2.5575,"48,600",
09/18/2002,GameStop Corp Class A,2.5125,2.54875,2.48125,2.5375,"51,000",
09/19/2002,GameStop Corp Class A,2.535,2.59375,2.5,2.525,"384,800",
09/20/2002,GameStop Corp Class A,2.50625,2.60875,2.475,2.60875,"92,200",
09/23/2002,GameStop Corp Class A,2.4875,2.51125,2.485,2.5075,"199,400",
09/24/2002,GameStop Corp Class A,2.4275,2.48375,2.33125,2.4825,"137,400",
09/25/2002,GameStop Corp Class A,2.45625,2.47125,2.43125,2.4325,"105,000",
09/26/2002,GameStop Corp Class A,2.58125,2.58125,2.46875,2.475,"169,200",
09/27/2002,GameStop Corp Class A,2.66,2.76875,2.58125,2.58125,"367,300",
09/30/2002,GameStop Corp Class A,2.55625,2.675,2.43125,2.66,"286,300",
10/01/2002,GameStop Corp Class A,2.5,2.55625,2.37625,2.55625,"426,400",
10/02/2002,GameStop Corp Class A,2.475,2.49875,2.4125,2.48125,"195,000",
10/03/2002,GameStop Corp Class A,2.39375,2.485,2.39375,2.485,"151,500",
10/04/2002,GameStop Corp Class A,2.41375,2.45625,2.3125,2.41125,"257,600",
10/07/2002,GameStop Corp Class A,2.325,2.4,2.325,2.3875,"177,600",
10/08/2002,GameStop Corp Class A,2.3625,2.41,2.34625,2.35,"156,900",
10/09/2002,GameStop Corp Class A,2.18375,2.3625,2.18375,2.35,"185,300",
10/10/2002,GameStop Corp Class A,2.28875,2.34125,2.15875,2.1875,"256,600",
10/11/2002,GameStop Corp Class A,2.32125,2.34375,2.3,2.30125,"228,500",
10/14/2002,GameStop Corp Class A,2.3425,2.35625,2.29375,2.30875,"84,200",
10/15/2002,GameStop Corp Class A,2.44875,2.48125,2.39625,2.4375,"230,100",
10/16/2002,GameStop Corp Class A,2.4375,2.4625,2.395,2.43875,"142,300",
10/17/2002,GameStop Corp Class A,2.4725,2.5825,2.435,2.4625,"161,100",
10/18/2002,GameStop Corp Class A,2.54375,2.61125,2.47,2.4725,"178,400",
10/21/2002,GameStop Corp Class A,2.60625,2.62375,2.5125,2.545,"202,100",
10/22/2002,GameStop Corp Class A,2.39625,2.475,2.275,2.275,"898,400",
10/23/2002,GameStop Corp Class A,2.4925,2.505,2.3925,2.3925,"149,800",
10/24/2002,GameStop Corp Class A,2.55,2.56,2.5125,2.5125,"162,600",
10/25/2002,GameStop Corp Class A,2.54375,2.625,2.53,2.5375,"304,400",
10/28/2002,GameStop Corp Class A,2.31875,2.5625,2.315,2.5625,"590,300",
